Sr No,Fund Name,AmfiCode,Nav Date,Nav,Benchmark Name,Benchmark Value
1401,Kotak Equity Opportunities Fund,120158,07-Sep-2018,125.853,Nifty LargeMidcap 250 TRI,7535.27
1402,Kotak Equity Opportunities Fund,120158,10-Sep-2018,124.748,Nifty LargeMidcap 250 TRI,7428
1403,Kotak Equity Opportunities Fund,120158,11-Sep-2018,123.134,Nifty LargeMidcap 250 TRI,7331.17
1404,Kotak Equity Opportunities Fund,120158,12-Sep-2018,123.478,Nifty LargeMidcap 250 TRI,7365.82
1405,Kotak Equity Opportunities Fund,120158,14-Sep-2018,125.044,Nifty LargeMidcap 250 TRI,7471.48
1406,Kotak Equity Opportunities Fund,120158,17-Sep-2018,123.885,Nifty LargeMidcap 250 TRI,7406.37
1407,Kotak Equity Opportunities Fund,120158,18-Sep-2018,122.349,Nifty LargeMidcap 250 TRI,7321.09
1408,Kotak Equity Opportunities Fund,120158,19-Sep-2018,121.483,Nifty LargeMidcap 250 TRI,7273.48
1409,Kotak Equity Opportunities Fund,120158,21-Sep-2018,120.607,Nifty LargeMidcap 250 TRI,7167.89
1410,Kotak Equity Opportunities Fund,120158,24-Sep-2018,118.741,Nifty LargeMidcap 250 TRI,7011.64
1411,Kotak Equity Opportunities Fund,120158,25-Sep-2018,119.1,Nifty LargeMidcap 250 TRI,7039.18
1412,Kotak Equity Opportunities Fund,120158,26-Sep-2018,119.673,Nifty LargeMidcap 250 TRI,7048.87
1413,Kotak Equity Opportunities Fund,120158,27-Sep-2018,118.384,Nifty LargeMidcap 250 TRI,6948.57
1414,Kotak Equity Opportunities Fund,120158,28-Sep-2018,117.07,Nifty LargeMidcap 250 TRI,6869.05
1415,Kotak Equity Opportunities Fund,120158,01-Oct-2018,117.108,Nifty LargeMidcap 250 TRI,6899.41
1416,Kotak Equity Opportunities Fund,120158,03-Oct-2018,115.703,Nifty LargeMidcap 250 TRI,6817.25
1417,Kotak Equity Opportunities Fund,120158,04-Oct-2018,113.525,Nifty LargeMidcap 250 TRI,6670.98
1418,Kotak Equity Opportunities Fund,120158,05-Oct-2018,111.279,Nifty LargeMidcap 250 TRI,6496.25
1419,Kotak Equity Opportunities Fund,120158,08-Oct-2018,110.605,Nifty LargeMidcap 250 TRI,6445.23
1420,Kotak Equity Opportunities Fund,120158,09-Oct-2018,110.284,Nifty LargeMidcap 250 TRI,6418.27
1421,Kotak Equity Opportunities Fund,120158,10-Oct-2018,112.464,Nifty LargeMidcap 250 TRI,6595.73
1422,Kotak Equity Opportunities Fund,120158,11-Oct-2018,110.542,Nifty LargeMidcap 250 TRI,6456.81
1423,Kotak Equity Opportunities Fund,120158,12-Oct-2018,112.65,Nifty LargeMidcap 250 TRI,6614.58
1424,Kotak Equity Opportunities Fund,120158,15-Oct-2018,113.019,Nifty LargeMidcap 250 TRI,6656.06
1425,Kotak Equity Opportunities Fund,120158,16-Oct-2018,114.075,Nifty LargeMidcap 250 TRI,6730.82
1426,Kotak Equity Opportunities Fund,120158,17-Oct-2018,112.204,Nifty LargeMidcap 250 TRI,6618.15
1427,Kotak Equity Opportunities Fund,120158,19-Oct-2018,110.77,Nifty LargeMidcap 250 TRI,6526.83
1428,Kotak Equity Opportunities Fund,120158,22-Oct-2018,109.683,Nifty LargeMidcap 250 TRI,6466.69
1429,Kotak Equity Opportunities Fund,120158,23-Oct-2018,108.564,Nifty LargeMidcap 250 TRI,6403.43
1430,Kotak Equity Opportunities Fund,120158,24-Oct-2018,109.385,Nifty LargeMidcap 250 TRI,6462.76
1431,Kotak Equity Opportunities Fund,120158,25-Oct-2018,108.767,Nifty LargeMidcap 250 TRI,6414.01
1432,Kotak Equity Opportunities Fund,120158,26-Oct-2018,108.507,Nifty LargeMidcap 250 TRI,6384.81
1433,Kotak Equity Opportunities Fund,120158,29-Oct-2018,110.916,Nifty LargeMidcap 250 TRI,6542.02
1434,Kotak Equity Opportunities Fund,120158,30-Oct-2018,111.342,Nifty LargeMidcap 250 TRI,6554.45
1435,Kotak Equity Opportunities Fund,120158,31-Oct-2018,113.466,Nifty LargeMidcap 250 TRI,6671.99
1436,Kotak Equity Opportunities Fund,120158,01-Nov-2018,114.345,Nifty LargeMidcap 250 TRI,6699.85
1437,Kotak Equity Opportunities Fund,120158,02-Nov-2018,115.404,Nifty LargeMidcap 250 TRI,6771.85
1438,Kotak Equity Opportunities Fund,120158,05-Nov-2018,115.37,Nifty LargeMidcap 250 TRI,6752.19
1439,Kotak Equity Opportunities Fund,120158,06-Nov-2018,115.318,Nifty LargeMidcap 250 TRI,6736.83
1440,Kotak Equity Opportunities Fund,120158,09-Nov-2018,116.329,Nifty LargeMidcap 250 TRI,6818.61
1441,Kotak Equity Opportunities Fund,120158,12-Nov-2018,115.243,Nifty LargeMidcap 250 TRI,6754.89
1442,Kotak Equity Opportunities Fund,120158,13-Nov-2018,115.849,Nifty LargeMidcap 250 TRI,6793.1
1443,Kotak Equity Opportunities Fund,120158,14-Nov-2018,115.868,Nifty LargeMidcap 250 TRI,6795.82
1444,Kotak Equity Opportunities Fund,120158,15-Nov-2018,116.521,Nifty LargeMidcap 250 TRI,6826.56
1445,Kotak Equity Opportunities Fund,120158,16-Nov-2018,116.362,Nifty LargeMidcap 250 TRI,6843.4
1446,Kotak Equity Opportunities Fund,120158,19-Nov-2018,116.966,Nifty LargeMidcap 250 TRI,6882.13
1447,Kotak Equity Opportunities Fund,120158,20-Nov-2018,116.196,Nifty LargeMidcap 250 TRI,6815.91
1448,Kotak Equity Opportunities Fund,120158,21-Nov-2018,115.731,Nifty LargeMidcap 250 TRI,6815.65
1449,Kotak Equity Opportunities Fund,120158,22-Nov-2018,114.866,Nifty LargeMidcap 250 TRI,6764.76
1450,Kotak Equity Opportunities Fund,120158,26-Nov-2018,116.097,Nifty LargeMidcap 250 TRI,6804.77
1451,Kotak Equity Opportunities Fund,120158,27-Nov-2018,116.458,Nifty LargeMidcap 250 TRI,6837.82
1452,Kotak Equity Opportunities Fund,120158,28-Nov-2018,117.277,Nifty LargeMidcap 250 TRI,6822.9
1453,Kotak Equity Opportunities Fund,120158,29-Nov-2018,118.003,Nifty LargeMidcap 250 TRI,6878.83
1454,Kotak Equity Opportunities Fund,120158,30-Nov-2018,118.45,Nifty LargeMidcap 250 TRI,6908.64
1455,Kotak Equity Opportunities Fund,120158,03-Dec-2018,119.1,Nifty LargeMidcap 250 TRI,6931.3
1456,Kotak Equity Opportunities Fund,120158,04-Dec-2018,119.4,Nifty LargeMidcap 250 TRI,6924.41
1457,Kotak Equity Opportunities Fund,120158,05-Dec-2018,118.522,Nifty LargeMidcap 250 TRI,6852.66
1458,Kotak Equity Opportunities Fund,120158,06-Dec-2018,117.037,Nifty LargeMidcap 250 TRI,6743.96
1459,Kotak Equity Opportunities Fund,120158,07-Dec-2018,117.303,Nifty LargeMidcap 250 TRI,6770.71
1460,Kotak Equity Opportunities Fund,120158,10-Dec-2018,115.292,Nifty LargeMidcap 250 TRI,6639.28
1461,Kotak Equity Opportunities Fund,120158,11-Dec-2018,116.202,Nifty LargeMidcap 250 TRI,6712.93
1462,Kotak Equity Opportunities Fund,120158,12-Dec-2018,118.052,Nifty LargeMidcap 250 TRI,6859.35
1463,Kotak Equity Opportunities Fund,120158,13-Dec-2018,119.231,Nifty LargeMidcap 250 TRI,6906.6
1464,Kotak Equity Opportunities Fund,120158,14-Dec-2018,119.479,Nifty LargeMidcap 250 TRI,6917.2
1465,Kotak Equity Opportunities Fund,120158,17-Dec-2018,120.482,Nifty LargeMidcap 250 TRI,6956.83
1466,Kotak Equity Opportunities Fund,120158,18-Dec-2018,120.668,Nifty LargeMidcap 250 TRI,6973.55
1467,Kotak Equity Opportunities Fund,120158,19-Dec-2018,121.366,Nifty LargeMidcap 250 TRI,7037.25
1468,Kotak Equity Opportunities Fund,120158,20-Dec-2018,121.169,Nifty LargeMidcap 250 TRI,7032.78
1469,Kotak Equity Opportunities Fund,120158,21-Dec-2018,119.551,Nifty LargeMidcap 250 TRI,6923.19
1470,Kotak Equity Opportunities Fund,120158,24-Dec-2018,118.354,Nifty LargeMidcap 250 TRI,6869.01
1471,Kotak Equity Opportunities Fund,120158,26-Dec-2018,118.557,Nifty LargeMidcap 250 TRI,6884.31
1472,Kotak Equity Opportunities Fund,120158,27-Dec-2018,119.283,Nifty LargeMidcap 250 TRI,6913.3
1473,Kotak Equity Opportunities Fund,120158,28-Dec-2018,119.994,Nifty LargeMidcap 250 TRI,6974
1474,Kotak Equity Opportunities Fund,120158,31-Dec-2018,120.408,Nifty LargeMidcap 250 TRI,6995.89
1475,Kotak Equity Opportunities Fund,120158,01-Jan-2019,120.683,Nifty LargeMidcap 250 TRI,7009.39
1476,Kotak Equity Opportunities Fund,120158,02-Jan-2019,120.041,Nifty LargeMidcap 250 TRI,6935.85
1477,Kotak Equity Opportunities Fund,120158,03-Jan-2019,119.112,Nifty LargeMidcap 250 TRI,6875.99
1478,Kotak Equity Opportunities Fund,120158,04-Jan-2019,119.388,Nifty LargeMidcap 250 TRI,6907.22
1479,Kotak Equity Opportunities Fund,120158,07-Jan-2019,119.754,Nifty LargeMidcap 250 TRI,6920.51
1480,Kotak Equity Opportunities Fund,120158,08-Jan-2019,119.996,Nifty LargeMidcap 250 TRI,6927.41
1481,Kotak Equity Opportunities Fund,120158,09-Jan-2019,120.092,Nifty LargeMidcap 250 TRI,6939.51
1482,Kotak Equity Opportunities Fund,120158,10-Jan-2019,120.562,Nifty LargeMidcap 250 TRI,6947.42
1483,Kotak Equity Opportunities Fund,120158,11-Jan-2019,120.176,Nifty LargeMidcap 250 TRI,6935.08
1484,Kotak Equity Opportunities Fund,120158,14-Jan-2019,119.117,Nifty LargeMidcap 250 TRI,6904.26
1485,Kotak Equity Opportunities Fund,120158,15-Jan-2019,120.242,Nifty LargeMidcap 250 TRI,6967.87
1486,Kotak Equity Opportunities Fund,120158,16-Jan-2019,120.615,Nifty LargeMidcap 250 TRI,6963.31
1487,Kotak Equity Opportunities Fund,120158,17-Jan-2019,120.675,Nifty LargeMidcap 250 TRI,6959.03
1488,Kotak Equity Opportunities Fund,120158,18-Jan-2019,120.083,Nifty LargeMidcap 250 TRI,6937.28
1489,Kotak Equity Opportunities Fund,120158,21-Jan-2019,119.988,Nifty LargeMidcap 250 TRI,6926.94
1490,Kotak Equity Opportunities Fund,120158,22-Jan-2019,119.47,Nifty LargeMidcap 250 TRI,6913.72
1491,Kotak Equity Opportunities Fund,120158,23-Jan-2019,119.135,Nifty LargeMidcap 250 TRI,6877.71
1492,Kotak Equity Opportunities Fund,120158,24-Jan-2019,119.541,Nifty LargeMidcap 250 TRI,6873.33
1493,Kotak Equity Opportunities Fund,120158,25-Jan-2019,118.429,Nifty LargeMidcap 250 TRI,6802.99
1494,Kotak Equity Opportunities Fund,120158,28-Jan-2019,116.507,Nifty LargeMidcap 250 TRI,6705.32
1495,Kotak Equity Opportunities Fund,120158,29-Jan-2019,116.626,Nifty LargeMidcap 250 TRI,6710.94
1496,Kotak Equity Opportunities Fund,120158,30-Jan-2019,117.511,Nifty LargeMidcap 250 TRI,6729.15
1497,Kotak Equity Opportunities Fund,120158,31-Jan-2019,118.749,Nifty LargeMidcap 250 TRI,6799.71
1498,Kotak Equity Opportunities Fund,120158,01-Feb-2019,118.978,Nifty LargeMidcap 250 TRI,6838.35
1499,Kotak Equity Opportunities Fund,120158,04-Feb-2019,118.767,Nifty LargeMidcap 250 TRI,6817.23
1500,Kotak Equity Opportunities Fund,120158,05-Feb-2019,118.817,Nifty LargeMidcap 250 TRI,6794.57
1501,Kotak Equity Opportunities Fund,120158,06-Feb-2019,119.653,Nifty LargeMidcap 250 TRI,6837.67
1502,Kotak Equity Opportunities Fund,120158,07-Feb-2019,119.929,Nifty LargeMidcap 250 TRI,6867.26
1503,Kotak Equity Opportunities Fund,120158,08-Feb-2019,119.065,Nifty LargeMidcap 250 TRI,6786.49
1504,Kotak Equity Opportunities Fund,120158,11-Feb-2019,117.754,Nifty LargeMidcap 250 TRI,6716.53
1505,Kotak Equity Opportunities Fund,120158,12-Feb-2019,117.36,Nifty LargeMidcap 250 TRI,6693.47
1506,Kotak Equity Opportunities Fund,120158,13-Feb-2019,117.078,Nifty LargeMidcap 250 TRI,6669.5
1507,Kotak Equity Opportunities Fund,120158,14-Feb-2019,116.814,Nifty LargeMidcap 250 TRI,6672.02
1508,Kotak Equity Opportunities Fund,120158,15-Feb-2019,116.48,Nifty LargeMidcap 250 TRI,6633.19
1509,Kotak Equity Opportunities Fund,120158,18-Feb-2019,115.771,Nifty LargeMidcap 250 TRI,6571.91
1510,Kotak Equity Opportunities Fund,120158,19-Feb-2019,115.604,Nifty LargeMidcap 250 TRI,6577.62
1511,Kotak Equity Opportunities Fund,120158,20-Feb-2019,116.512,Nifty LargeMidcap 250 TRI,6648.04
1512,Kotak Equity Opportunities Fund,120158,21-Feb-2019,117.313,Nifty LargeMidcap 250 TRI,6697.9
1513,Kotak Equity Opportunities Fund,120158,22-Feb-2019,117.655,Nifty LargeMidcap 250 TRI,6716.36
1514,Kotak Equity Opportunities Fund,120158,25-Feb-2019,118.641,Nifty LargeMidcap 250 TRI,6755.13
1515,Kotak Equity Opportunities Fund,120158,26-Feb-2019,118.429,Nifty LargeMidcap 250 TRI,6739.42
1516,Kotak Equity Opportunities Fund,120158,27-Feb-2019,118.832,Nifty LargeMidcap 250 TRI,6746.24
1517,Kotak Equity Opportunities Fund,120158,28-Feb-2019,118.696,Nifty LargeMidcap 250 TRI,6763.65
1518,Kotak Equity Opportunities Fund,120158,01-Mar-2019,119.584,Nifty LargeMidcap 250 TRI,6831.1
1519,Kotak Equity Opportunities Fund,120158,05-Mar-2019,121.791,Nifty LargeMidcap 250 TRI,6943.15
1520,Kotak Equity Opportunities Fund,120158,06-Mar-2019,122.757,Nifty LargeMidcap 250 TRI,6979.37
1521,Kotak Equity Opportunities Fund,120158,07-Mar-2019,122.908,Nifty LargeMidcap 250 TRI,6969.6
1522,Kotak Equity Opportunities Fund,120158,08-Mar-2019,122.689,Nifty LargeMidcap 250 TRI,6959.79
1523,Kotak Equity Opportunities Fund,120158,11-Mar-2019,124.252,Nifty LargeMidcap 250 TRI,7073.86
1524,Kotak Equity Opportunities Fund,120158,12-Mar-2019,125.504,Nifty LargeMidcap 250 TRI,7132.87
1525,Kotak Equity Opportunities Fund,120158,13-Mar-2019,125.878,Nifty LargeMidcap 250 TRI,7124.84
1526,Kotak Equity Opportunities Fund,120158,14-Mar-2019,125.562,Nifty LargeMidcap 250 TRI,7124.49
1527,Kotak Equity Opportunities Fund,120158,15-Mar-2019,126.118,Nifty LargeMidcap 250 TRI,7169.8
1528,Kotak Equity Opportunities Fund,120158,18-Mar-2019,126.177,Nifty LargeMidcap 250 TRI,7169.38
1529,Kotak Equity Opportunities Fund,120158,19-Mar-2019,126.673,Nifty LargeMidcap 250 TRI,7209.48
1530,Kotak Equity Opportunities Fund,120158,20-Mar-2019,126.491,Nifty LargeMidcap 250 TRI,7190.99
1531,Kotak Equity Opportunities Fund,120158,22-Mar-2019,126.363,Nifty LargeMidcap 250 TRI,7155.89
1532,Kotak Equity Opportunities Fund,120158,25-Mar-2019,125.294,Nifty LargeMidcap 250 TRI,7093.62
1533,Kotak Equity Opportunities Fund,120158,26-Mar-2019,126.428,Nifty LargeMidcap 250 TRI,7167.32
1534,Kotak Equity Opportunities Fund,120158,27-Mar-2019,126.638,Nifty LargeMidcap 250 TRI,7175.12
1535,Kotak Equity Opportunities Fund,120158,28-Mar-2019,128.044,Nifty LargeMidcap 250 TRI,7254.36
1536,Kotak Equity Opportunities Fund,120158,29-Mar-2019,129.007,Nifty LargeMidcap 250 TRI,7310.4
1537,Kotak Equity Opportunities Fund,120158,01-Apr-2019,128.868,Nifty LargeMidcap 250 TRI,7334.14
1538,Kotak Equity Opportunities Fund,120158,02-Apr-2019,129.054,Nifty LargeMidcap 250 TRI,7344.44
1539,Kotak Equity Opportunities Fund,120158,03-Apr-2019,128.004,Nifty LargeMidcap 250 TRI,7288.58
1540,Kotak Equity Opportunities Fund,120158,04-Apr-2019,127.356,Nifty LargeMidcap 250 TRI,7270.9
1541,Kotak Equity Opportunities Fund,120158,05-Apr-2019,128.06,Nifty LargeMidcap 250 TRI,7316.57
1542,Kotak Equity Opportunities Fund,120158,08-Apr-2019,127.444,Nifty LargeMidcap 250 TRI,7272.06
1543,Kotak Equity Opportunities Fund,120158,09-Apr-2019,127.891,Nifty LargeMidcap 250 TRI,7295.52
1544,Kotak Equity Opportunities Fund,120158,10-Apr-2019,127.277,Nifty LargeMidcap 250 TRI,7263.89
1545,Kotak Equity Opportunities Fund,120158,11-Apr-2019,127.203,Nifty LargeMidcap 250 TRI,7270.84
1546,Kotak Equity Opportunities Fund,120158,12-Apr-2019,127.782,Nifty LargeMidcap 250 TRI,7299.31
1547,Kotak Equity Opportunities Fund,120158,15-Apr-2019,128.261,Nifty LargeMidcap 250 TRI,7332.52
1548,Kotak Equity Opportunities Fund,120158,16-Apr-2019,129.371,Nifty LargeMidcap 250 TRI,7365.78
1549,Kotak Equity Opportunities Fund,120158,18-Apr-2019,129.089,Nifty LargeMidcap 250 TRI,7323.18
1550,Kotak Equity Opportunities Fund,120158,22-Apr-2019,127.14,Nifty LargeMidcap 250 TRI,7216.2
1551,Kotak Equity Opportunities Fund,120158,23-Apr-2019,127.256,Nifty LargeMidcap 250 TRI,7214.45
1552,Kotak Equity Opportunities Fund,120158,24-Apr-2019,128.359,Nifty LargeMidcap 250 TRI,7267.75
1553,Kotak Equity Opportunities Fund,120158,25-Apr-2019,128.064,Nifty LargeMidcap 250 TRI,7229.11
1554,Kotak Equity Opportunities Fund,120158,26-Apr-2019,129.11,Nifty LargeMidcap 250 TRI,7249.7
1555,Kotak Equity Opportunities Fund,120158,30-Apr-2019,129.217,Nifty LargeMidcap 250 TRI,7217.16
1556,Kotak Equity Opportunities Fund,120158,02-May-2019,128.511,Nifty LargeMidcap 250 TRI,7188.39
1557,Kotak Equity Opportunities Fund,120158,03-May-2019,127.809,Nifty LargeMidcap 250 TRI,7181.78
1558,Kotak Equity Opportunities Fund,120158,06-May-2019,126.451,Nifty LargeMidcap 250 TRI,7119.61
1559,Kotak Equity Opportunities Fund,120158,07-May-2019,125.207,Nifty LargeMidcap 250 TRI,7055.65
1560,Kotak Equity Opportunities Fund,120158,08-May-2019,124.033,Nifty LargeMidcap 250 TRI,6981.7
1561,Kotak Equity Opportunities Fund,120158,09-May-2019,123.632,Nifty LargeMidcap 250 TRI,6958.04
1562,Kotak Equity Opportunities Fund,120158,10-May-2019,123.575,Nifty LargeMidcap 250 TRI,6963.45
1563,Kotak Equity Opportunities Fund,120158,13-May-2019,122.049,Nifty LargeMidcap 250 TRI,6852.45
1564,Kotak Equity Opportunities Fund,120158,14-May-2019,122.613,Nifty LargeMidcap 250 TRI,6886.8
1565,Kotak Equity Opportunities Fund,120158,15-May-2019,122.199,Nifty LargeMidcap 250 TRI,6848.76
1566,Kotak Equity Opportunities Fund,120158,16-May-2019,122.696,Nifty LargeMidcap 250 TRI,6884.52
1567,Kotak Equity Opportunities Fund,120158,17-May-2019,123.843,Nifty LargeMidcap 250 TRI,6961.94
1568,Kotak Equity Opportunities Fund,120158,20-May-2019,128.022,Nifty LargeMidcap 250 TRI,7215.92
1569,Kotak Equity Opportunities Fund,120158,21-May-2019,127.361,Nifty LargeMidcap 250 TRI,7145.34
1570,Kotak Equity Opportunities Fund,120158,22-May-2019,127.468,Nifty LargeMidcap 250 TRI,7157.59
1571,Kotak Equity Opportunities Fund,120158,23-May-2019,127.642,Nifty LargeMidcap 250 TRI,7133.08
1572,Kotak Equity Opportunities Fund,120158,24-May-2019,130.024,Nifty LargeMidcap 250 TRI,7262.39
1573,Kotak Equity Opportunities Fund,120158,27-May-2019,131.726,Nifty LargeMidcap 250 TRI,7345.1
1574,Kotak Equity Opportunities Fund,120158,28-May-2019,131.686,Nifty LargeMidcap 250 TRI,7356.07
1575,Kotak Equity Opportunities Fund,120158,29-May-2019,130.974,Nifty LargeMidcap 250 TRI,7311.52
1576,Kotak Equity Opportunities Fund,120158,30-May-2019,131.69,Nifty LargeMidcap 250 TRI,7356.36
1577,Kotak Equity Opportunities Fund,120158,31-May-2019,131.849,Nifty LargeMidcap 250 TRI,7355
1578,Kotak Equity Opportunities Fund,120158,03-Jun-2019,133.178,Nifty LargeMidcap 250 TRI,7435.29
1579,Kotak Equity Opportunities Fund,120158,04-Jun-2019,132.603,Nifty LargeMidcap 250 TRI,7413.33
1580,Kotak Equity Opportunities Fund,120158,06-Jun-2019,130.147,Nifty LargeMidcap 250 TRI,7300.73
1581,Kotak Equity Opportunities Fund,120158,07-Jun-2019,130.156,Nifty LargeMidcap 250 TRI,7302.98
1582,Kotak Equity Opportunities Fund,120158,10-Jun-2019,131.108,Nifty LargeMidcap 250 TRI,7322.19
1583,Kotak Equity Opportunities Fund,120158,11-Jun-2019,131.699,Nifty LargeMidcap 250 TRI,7358.14
1584,Kotak Equity Opportunities Fund,120158,12-Jun-2019,131.116,Nifty LargeMidcap 250 TRI,7308.65
1585,Kotak Equity Opportunities Fund,120158,13-Jun-2019,130.783,Nifty LargeMidcap 250 TRI,7303.49
1586,Kotak Equity Opportunities Fund,120158,14-Jun-2019,129.665,Nifty LargeMidcap 250 TRI,7244.36
1587,Kotak Equity Opportunities Fund,120158,17-Jun-2019,127.778,Nifty LargeMidcap 250 TRI,7153.61
1588,Kotak Equity Opportunities Fund,120158,18-Jun-2019,128.316,Nifty LargeMidcap 250 TRI,7155.21
1589,Kotak Equity Opportunities Fund,120158,19-Jun-2019,127.635,Nifty LargeMidcap 250 TRI,7120.51
1590,Kotak Equity Opportunities Fund,120158,20-Jun-2019,129.344,Nifty LargeMidcap 250 TRI,7216.54
1591,Kotak Equity Opportunities Fund,120158,21-Jun-2019,129.001,Nifty LargeMidcap 250 TRI,7187.31
1592,Kotak Equity Opportunities Fund,120158,24-Jun-2019,128.628,Nifty LargeMidcap 250 TRI,7171.93
1593,Kotak Equity Opportunities Fund,120158,25-Jun-2019,129.336,Nifty LargeMidcap 250 TRI,7221.85
1594,Kotak Equity Opportunities Fund,120158,26-Jun-2019,130.091,Nifty LargeMidcap 250 TRI,7266.83
1595,Kotak Equity Opportunities Fund,120158,27-Jun-2019,130.059,Nifty LargeMidcap 250 TRI,7285.29
1596,Kotak Equity Opportunities Fund,120158,28-Jun-2019,129.465,Nifty LargeMidcap 250 TRI,7266.23
1597,Kotak Equity Opportunities Fund,120158,01-Jul-2019,129.751,Nifty LargeMidcap 250 TRI,7297.34
1598,Kotak Equity Opportunities Fund,120158,02-Jul-2019,130.111,Nifty LargeMidcap 250 TRI,7321.88
1599,Kotak Equity Opportunities Fund,120158,03-Jul-2019,130.058,Nifty LargeMidcap 250 TRI,7331.8
1600,Kotak Equity Opportunities Fund,120158,04-Jul-2019,130.289,Nifty LargeMidcap 250 TRI,7336.49
1601,Kotak Equity Opportunities Fund,120158,05-Jul-2019,128.769,Nifty LargeMidcap 250 TRI,7238.45
1602,Kotak Equity Opportunities Fund,120158,08-Jul-2019,126.293,Nifty LargeMidcap 250 TRI,7074.34
1603,Kotak Equity Opportunities Fund,120158,09-Jul-2019,126.47,Nifty LargeMidcap 250 TRI,7086.81
1604,Kotak Equity Opportunities Fund,120158,10-Jul-2019,125.87,Nifty LargeMidcap 250 TRI,7037.42
1605,Kotak Equity Opportunities Fund,120158,11-Jul-2019,126.438,Nifty LargeMidcap 250 TRI,7090.99
1606,Kotak Equity Opportunities Fund,120158,12-Jul-2019,126.299,Nifty LargeMidcap 250 TRI,7097.33
1607,Kotak Equity Opportunities Fund,120158,15-Jul-2019,126.439,Nifty LargeMidcap 250 TRI,7084.96
1608,Kotak Equity Opportunities Fund,120158,16-Jul-2019,127.393,Nifty LargeMidcap 250 TRI,7133.02
1609,Kotak Equity Opportunities Fund,120158,17-Jul-2019,127.342,Nifty LargeMidcap 250 TRI,7133.4
1610,Kotak Equity Opportunities Fund,120158,18-Jul-2019,126.223,Nifty LargeMidcap 250 TRI,7054.84
1611,Kotak Equity Opportunities Fund,120158,19-Jul-2019,124.816,Nifty LargeMidcap 250 TRI,6937.47
1612,Kotak Equity Opportunities Fund,120158,22-Jul-2019,124.528,Nifty LargeMidcap 250 TRI,6896.91
1613,Kotak Equity Opportunities Fund,120158,23-Jul-2019,124.575,Nifty LargeMidcap 250 TRI,6879.45
1614,Kotak Equity Opportunities Fund,120158,24-Jul-2019,123.021,Nifty LargeMidcap 250 TRI,6811.44
1615,Kotak Equity Opportunities Fund,120158,25-Jul-2019,123.617,Nifty LargeMidcap 250 TRI,6826.29
1616,Kotak Equity Opportunities Fund,120158,26-Jul-2019,124.146,Nifty LargeMidcap 250 TRI,6855.44
1617,Kotak Equity Opportunities Fund,120158,29-Jul-2019,123.542,Nifty LargeMidcap 250 TRI,6795.18
1618,Kotak Equity Opportunities Fund,120158,30-Jul-2019,122.051,Nifty LargeMidcap 250 TRI,6706.31
1619,Kotak Equity Opportunities Fund,120158,31-Jul-2019,122.807,Nifty LargeMidcap 250 TRI,6754.9
1620,Kotak Equity Opportunities Fund,120158,01-Aug-2019,121.335,Nifty LargeMidcap 250 TRI,6683.28
1621,Kotak Equity Opportunities Fund,120158,02-Aug-2019,121.353,Nifty LargeMidcap 250 TRI,6686.49
1622,Kotak Equity Opportunities Fund,120158,05-Aug-2019,119.879,Nifty LargeMidcap 250 TRI,6601.21
1623,Kotak Equity Opportunities Fund,120158,06-Aug-2019,121.537,Nifty LargeMidcap 250 TRI,6685.89
1624,Kotak Equity Opportunities Fund,120158,07-Aug-2019,120.802,Nifty LargeMidcap 250 TRI,6644
1625,Kotak Equity Opportunities Fund,120158,08-Aug-2019,122.115,Nifty LargeMidcap 250 TRI,6719.02
1626,Kotak Equity Opportunities Fund,120158,09-Aug-2019,122.652,Nifty LargeMidcap 250 TRI,6775.17
1627,Kotak Equity Opportunities Fund,120158,13-Aug-2019,121.1,Nifty LargeMidcap 250 TRI,6655.1
1628,Kotak Equity Opportunities Fund,120158,14-Aug-2019,122.438,Nifty LargeMidcap 250 TRI,6716.42
1629,Kotak Equity Opportunities Fund,120158,16-Aug-2019,122.476,Nifty LargeMidcap 250 TRI,6733.49
1630,Kotak Equity Opportunities Fund,120158,19-Aug-2019,122.957,Nifty LargeMidcap 250 TRI,6745.97
1631,Kotak Equity Opportunities Fund,120158,20-Aug-2019,122.184,Nifty LargeMidcap 250 TRI,6709.8
1632,Kotak Equity Opportunities Fund,120158,21-Aug-2019,121.321,Nifty LargeMidcap 250 TRI,6633.79
1633,Kotak Equity Opportunities Fund,120158,22-Aug-2019,119.681,Nifty LargeMidcap 250 TRI,6525.19
1634,Kotak Equity Opportunities Fund,120158,23-Aug-2019,120.426,Nifty LargeMidcap 250 TRI,6580.74
1635,Kotak Equity Opportunities Fund,120158,26-Aug-2019,122.397,Nifty LargeMidcap 250 TRI,6693.68
1636,Kotak Equity Opportunities Fund,120158,27-Aug-2019,123.257,Nifty LargeMidcap 250 TRI,6740.68
1637,Kotak Equity Opportunities Fund,120158,28-Aug-2019,122.887,Nifty LargeMidcap 250 TRI,6694.27
1638,Kotak Equity Opportunities Fund,120158,29-Aug-2019,121.972,Nifty LargeMidcap 250 TRI,6655.21
1639,Kotak Equity Opportunities Fund,120158,30-Aug-2019,122.731,Nifty LargeMidcap 250 TRI,6712.11
1640,Kotak Equity Opportunities Fund,120158,03-Sep-2019,120.269,Nifty LargeMidcap 250 TRI,6592.12
1641,Kotak Equity Opportunities Fund,120158,04-Sep-2019,120.82,Nifty LargeMidcap 250 TRI,6615.46
